county_fips,county_name,state,stroke_mortality_rate,uninsured_rate,burden_index,population,state_norm,county_norm,hospitals_reporting,mean_stroke_score,mean_performance_weight,burden_scaled,supply_score,care_gap_index_raw,care_gap_index,SCAI,data_status,national_rank,category
13089,DeKalb County,GA,72.7,98546.0,71642.942,762105.0,GA,DEKALB,0.0,,-1.0,11.17946387978645,0.0,11.17946387978645,0.8205986384680539,0.17940136153194608,VALID,2454.0,Lowest Access
13091,Dodge County,GA,84.8,2956.0,2506.688,19909.0,GA,DODGE,0.0,,-1.0,7.827116492100376,0.0,7.827116492100376,0.5745285467724155,0.4254714532275845,VALID,1704.0,Moderate Access
13093,Dooly County,GA,83.7,1472.0,1232.064,11026.0,GA,DOOLY,0.0,,-1.0,7.117257407737798,0.0,7.117257407737798,0.5224232397204964,0.4775767602795036,VALID,1158.0,Moderate Access
13095,Dougherty County,GA,109.5,11455.0,12543.225,83915.0,GA,DOUGHERTY,1.0,14.8,1.0,9.437015679291571,0.6931471805599453,6.8867739788181375,0.5055052202166368,0.4944947797833632,VALID,973.0,Good Access
13097,Douglas County,GA,120.3,17321.0,20837.163,146141.0,GA,DOUGLAS,1.0,13.2,1.0,9.944541344189352,0.6931471805599453,7.257146844709443,0.5326914496051003,0.4673085503948997,VALID,1265.0,Moderate Access
13099,Early County,GA,89.1,1840.0,1639.44,10683.0,GA,EARLY,0.0,,-1.0,7.402719777517125,0.0,7.402719777517125,0.5433768412968946,0.45662315870310544,VALID,1382.0,Moderate Access
13101,Echols County,GA,104.6,779.0,814.834,3705.0,GA,ECHOLS,0.0,,-1.0,6.704210902896589,0.0,6.704210902896589,0.49210466602667824,0.5078953339733218,INSUFFICIENT DATA,,
13103,Effingham County,GA,87.7,6366.0,5582.982000000001,67265.0,GA,EFFINGHAM,0.0,,-1.0,8.627657420941311,0.0,8.627657420941311,0.6332901120235545,0.36670988797644555,VALID,2129.0,Low Access
13105,Elbert County,GA,84.3,2208.0,1861.344,19725.0,GA,ELBERT,0.0,,-1.0,7.529591188356523,0.0,7.529591188356523,0.5526894977994639,0.44731050220053614,VALID,1493.0,Moderate Access
13107,Emanuel County,GA,113.0,3681.0,4159.53,22961.0,GA,EMANUEL,0.0,,-1.0,8.333397748986282,0.0,8.333397748986282,0.6116907680157481,0.38830923198425193,VALID,2009.0,Low Access
13109,Evans County,GA,98.3,1738.0,1708.454,10740.0,GA,EVANS,0.0,,-1.0,7.4439293002645535,0.0,7.4439293002645535,0.546401716069253,0.45359828393074697,VALID,1420.0,Moderate Access
13111,Fannin County,GA,84.5,3881.0,3279.445,25605.0,GA,FANNIN,0.0,,-1.0,8.095734362907455,0.0,8.095734362907455,0.5942457229646505,0.4057542770353495,VALID,1894.0,Low Access
13113,Fayette County,GA,75.4,9451.0,7126.054,120689.0,GA,FAYETTE,1.0,13.9,1.0,8.871653244293709,0.6931471805599453,6.474194044836633,0.4752208939085912,0.5247791060914089,VALID,694.0,Good Access
13115,Floyd County,GA,90.1,13393.0,12067.093,98985.0,GA,FLOYD,2.0,12.55,1.0,9.39832030658005,1.0986122886681096,5.372856742704322,0.3943801755752253,0.6056198244247747,VALID,198.0,Highest Access
13117,Forsyth County,GA,69.7,20492.0,14282.924,260062.0,GA,FORSYTH,1.0,10.5,1.0,9.566889988061709,0.6931471805599453,6.981551294078709,0.5124620954923023,0.48753790450769774,VALID,1059.0,Moderate Access
13119,Franklin County,GA,92.7,4370.0,4050.99,23840.0,GA,FRANKLIN,1.0,13.3,1.0,8.30696339744845,0.6931471805599453,6.062104940026683,0.44497259560280306,0.555027404397197,VALID,462.0,Good Access
13121,Fulton County,GA,83.7,102420.0,85725.54,1068507.0,GA,FULTON,6.0,12.566666666666668,0.5,11.358917741590878,1.3862943611198906,5.219691808032362,0.3831375132969283,0.6168624867030716,VALID,158.0,Highest Access
13123,Gilmer County,GA,62.4,4847.0,3024.528,31976.0,GA,GILMER,0.0,,-1.0,8.0148409006882,0.0,8.0148409006882,0.5883079547789944,0.41169204522100555,VALID,1842.0,Low Access
13125,Glascock County,GA,114.0,330.0,376.2,2913.0,GA,GLASCOCK,0.0,,-1.0,5.9327755507593025,0.0,5.9327755507593025,0.4354795177693833,0.5645204822306167,INSUFFICIENT DATA,,
13127,Glynn County,GA,71.0,11808.0,8383.68,84987.0,GA,GLYNN,1.0,14.3,0.0,9.034161510142068,0.0,9.034161510142068,0.6631284571997463,0.33687154280025366,VALID,2250.0,Lowest Access
13129,Gordon County,GA,77.9,8714.0,6788.206000000001,58336.0,GA,GORDON,1.0,13.2,1.0,8.82308927704354,0.6931471805599453,6.438753914467818,0.4726195059493382,0.5273804940506618,VALID,680.0,Good Access
13131,Grady County,GA,88.1,4974.0,4382.094,26056.0,GA,GRADY,0.0,,-1.0,8.385510146686668,0.0,8.385510146686668,0.6155159391563394,0.3844840608436606,VALID,2035.0,Low Access
13133,Greene County,GA,70.8,2991.0,2117.628,19586.0,GA,GREENE,1.0,13.7,1.0,7.65852398834996,0.6931471805599453,5.588898600100911,0.41023815015594706,0.5897618498440529,VALID,263.0,Good Access
13135,Gwinnett County,GA,78.1,148129.0,115688.74899999998,966972.0,GA,GWINNETT,4.0,12.625,0.6,11.658667309429433,1.2237754316221157,6.096143988167482,0.4474711408693245,0.5525288591306755,VALID,481.0,Good Access
13137,Habersham County,GA,82.1,6362.0,5223.201999999999,46948.0,GA,HABERSHAM,0.0,,-1.0,8.561057337896287,0.0,8.561057337896287,0.6284015110981181,0.37159848890188185,VALID,2104.0,Low Access
13139,Hall County,GA,74.0,34531.0,25552.94,208395.0,GA,HALL,1.0,11.8,1.0,10.148546791179506,0.6931471805599453,7.406022236211857,0.5436192494425477,0.4563807505574523,VALID,1386.0,Moderate Access
13141,Hancock County,GA,83.2,564.0,469.2480000000001,8630.0,GA,HANCOCK,0.0,,-1.0,6.153260215115211,0.0,6.153260215115211,0.45166360470942724,0.5483363952905728,INSUFFICIENT DATA,,
13143,Haralson County,GA,108.5,3650.0,3960.25,30720.0,GA,HARALSON,0.0,,-1.0,8.284314911005131,0.0,8.284314911005131,0.6080879736015807,0.39191202639841927,VALID,1987.0,Low Access
13145,Harris County,GA,77.7,2444.0,1898.9880000000005,35509.0,GA,HARRIS,0.0,,-1.0,7.5496028493451135,0.0,7.5496028493451135,0.5541584002385525,0.44584159976144755,VALID,1503.0,Moderate Access
13147,Hart County,GA,90.1,3418.0,3079.618,26484.0,GA,HART,0.0,,-1.0,8.032885505190881,0.0,8.032885505190881,0.5896324706990617,0.41036752930093834,VALID,1855.0,Low Access
13149,Heard County,GA,111.9,1670.0,1868.73,11616.0,GA,HEARD,0.0,,-1.0,7.533549314397373,0.0,7.533549314397373,0.5529800334525983,0.4470199665474017,VALID,1495.0,Moderate Access
13151,Henry County,GA,107.4,22441.0,24101.634,245417.0,GA,HENRY,1.0,14.9,1.0,10.090076408112335,0.6931471805599453,7.363352781553417,0.5404872122739139,0.45951278772608606,VALID,1350.0,Moderate Access
13153,Houston County,GA,84.1,17350.0,14591.35,166902.0,GA,HOUSTON,1.0,13.5,0.0,9.588252697772074,0.0,9.588252697772074,0.7038000385068292,0.29619996149317085,VALID,2336.0,Lowest Access
13155,Irwin County,GA,93.6,1959.0,1833.624,9385.0,GA,IRWIN,0.0,,-1.0,7.514594834860696,0.0,7.514594834860696,0.5515887305897847,0.44841126941021525,INSUFFICIENT DATA,,
13157,Jackson County,GA,85.3,9479.0,8085.586999999999,80640.0,GA,JACKSON,0.0,,-1.0,8.99796204217382,0.0,8.99796204217382,0.660471332095409,0.339528667904591,VALID,2241.0,Lowest Access
13159,Jasper County,GA,94.1,1699.0,1598.759,15345.0,GA,JASPER,0.0,,-1.0,7.377608271882788,0.0,7.377608271882788,0.5415335984048381,0.45846640159516194,VALID,1362.0,Moderate Access
13161,Jeff Davis County,GA,90.6,3225.0,2921.85,14838.0,GA,JEFF DAVIS,0.0,,-1.0,7.9803144466545515,0.0,7.9803144466545515,0.5857736327868307,0.4142263672131693,VALID,1810.0,Low Access
13163,Jefferson County,GA,117.5,2629.0,3089.075,15468.0,GA,JEFFERSON,0.0,,-1.0,8.035950641441895,0.0,8.035950641441895,0.5898574588256255,0.41014254117437454,VALID,1858.0,Low Access
13165,Jenkins County,GA,89.8,1305.0,1171.89,8674.0,GA,JENKINS,0.0,,-1.0,7.06722606761508,0.0,7.06722606761508,0.5187508230440879,0.4812491769559121,INSUFFICIENT DATA,,
13167,Johnson County,GA,73.9,882.0,651.798,9192.0,GA,JOHNSON,0.0,,-1.0,6.481267739919714,0.0,6.481267739919714,0.47574011957240947,0.5242598804275905,INSUFFICIENT DATA,,
13169,Jones County,GA,88.1,2194.0,1932.914,28526.0,GA,JONES,0.0,,-1.0,7.567301207599509,0.0,7.567301207599509,0.5554575008790524,0.44454249912094757,VALID,1519.0,Moderate Access
13171,Lamar County,GA,110.8,1925.0,2132.9,19098.0,GA,LAMAR,0.0,,-1.0,7.665706570407579,0.0,7.665706570407579,0.5626806832790836,0.4373193167209164,VALID,1604.0,Moderate Access
13173,Lanier County,GA,92.7,1469.0,1361.763,10094.0,GA,LANIER,0.0,,-1.0,7.217269535432919,0.0,7.217269535432919,0.5297643623985973,0.47023563760140275,VALID,1229.0,Moderate Access
13175,Laurens County,GA,80.1,6321.0,5063.121,49619.0,GA,LAURENS,1.0,12.1,0.0,8.52993585769337,0.0,8.52993585769337,0.6261171221009141,0.3738828778990859,VALID,2092.0,Low Access
13177,Lee County,GA,109.4,2671.0,2922.074,33337.0,GA,LEE,0.0,,-1.0,7.980391081246486,0.0,7.980391081246486,0.5857792579440366,0.4142207420559634,VALID,1811.0,Low Access
13179,Liberty County,GA,80.0,6240.0,4992.0,66826.0,GA,LIBERTY,0.0,,-1.0,8.51579221050061,0.0,8.51579221050061,0.6250789455162268,0.3749210544837732,VALID,2087.0,Low Access
13181,Lincoln County,GA,79.7,990.0,789.03,7773.0,GA,LINCOLN,0.0,,-1.0,6.672070919423591,0.0,6.672070919423591,0.48974551652166354,0.5102544834783365,INSUFFICIENT DATA,,
13183,Long County,GA,96.9,1728.0,1674.432,17512.0,GA,LONG,0.0,,-1.0,7.423826321453746,0.0,7.423826321453746,0.5449261106897207,0.45507388931027926,VALID,1399.0,Moderate Access
13185,Lowndes County,GA,83.1,16959.0,14092.928999999998,119055.0,GA,LOWNDES,1.0,16.9,0.0,9.553499416269624,0.0,9.553499416269624,0.7012490668511335,0.29875093314886647,VALID,2333.0,Lowest Access
13187,Lumpkin County,GA,83.4,4162.0,3471.1080000000006,33931.0,GA,LUMPKIN,0.0,,-1.0,8.152517181287243,0.0,8.152517181287243,0.5984137138407678,0.4015862861592322,VALID,1923.0,Low Access
13189,McDuffie County,GA,101.8,2401.0,2444.218,21687.0,GA,MCDUFFIE,0.0,,-1.0,7.80188955948851,0.0,7.80188955948851,0.572676831271867,0.42732316872813303,VALID,1693.0,Moderate Access
13191,McIntosh County,GA,93.7,1275.0,1194.675,11187.0,GA,MCINTOSH,0.0,,-1.0,7.0864661584523745,0.0,7.0864661584523745,0.5201630904403477,0.4798369095596523,VALID,1139.0,Moderate Access
13193,Macon County,GA,83.4,2310.0,1926.54,11953.0,GA,MACON,0.0,,-1.0,7.563999857491939,0.0,7.563999857491939,0.5552151741062743,0.4447848258937257,VALID,1513.0,Moderate Access
13195,Madison County,GA,87.6,5172.0,4530.672,30914.0,GA,MADISON,0.0,,-1.0,8.418846245301042,0.0,8.418846245301042,0.6179628862934248,0.3820371137065752,VALID,2047.0,Low Access
13197,Marion County,GA,103.7,1294.0,1341.8780000000002,7474.0,GA,MARION,0.0,,-1.0,7.202570350997057,0.0,7.202570350997057,0.5286854080887695,0.4713145919112305,INSUFFICIENT DATA,,
13199,Meriwether County,GA,136.8,2930.0,4008.2400000000007,20757.0,GA,MERIWETHER,0.0,,-1.0,8.296356976153719,0.0,8.296356976153719,0.6089718891785291,0.39102811082147093,VALID,1993.0,Low Access
13201,Miller County,GA,89.0,868.0,772.52,5873.0,GA,MILLER,0.0,,-1.0,6.650951526175292,0.0,6.650951526175292,0.4881953039594886,0.5118046960405114,INSUFFICIENT DATA,,
13205,Mitchell County,GA,105.2,3625.0,3813.5,21441.0,GA,MITCHELL,0.0,,-1.0,8.246564873530284,0.0,8.246564873530284,0.6053170330907403,0.39468296690925975,VALID,1975.0,Low Access
13207,Monroe County,GA,96.8,2916.0,2822.688,28919.0,GA,MONROE,0.0,,-1.0,7.945799110923191,0.0,7.945799110923191,0.5832401269039025,0.4167598730960975,VALID,1784.0,Low Access
13209,Montgomery County,GA,111.4,1182.0,1316.7480000000005,8675.0,GA,MONTGOMERY,0.0,,-1.0,7.183679497995596,0.0,7.183679497995596,0.5272987755615579,0.4727012244384421,INSUFFICIENT DATA,,
13211,Morgan County,GA,82.7,1851.0,1530.777,20614.0,GA,MORGAN,0.0,,-1.0,7.334183778347752,0.0,7.334183778347752,0.5383461396273698,0.46165386037263023,VALID,1320.0,Moderate Access
13213,Murray County,GA,78.7,5451.0,4289.937,40282.0,GA,MURRAY,0.0,,-1.0,8.364260402991412,0.0,8.364260402991412,0.613956158568323,0.386043841431677,VALID,2028.0,Low Access
13215,Muscogee County,GA,112.6,21952.0,24717.952,204383.0,GA,MUSCOGEE,3.0,15.033333333333333,0.25,10.115325515850934,0.5596157879354227,7.90838297240109,0.5804936953524322,0.4195063046475678,VALID,1761.0,Low Access
13217,Newton County,GA,102.8,14034.0,14426.952,115530.0,GA,NEWTON,1.0,15.7,1.0,9.576922715153465,0.6931471805599453,6.988872795517316,0.5129995107187092,0.4870004892812908,VALID,1064.0,Moderate Access
13219,Oconee County,GA,81.0,2668.0,2161.08,42788.0,GA,OCONEE,0.0,,-1.0,7.678826000289776,0.0,7.678826000289776,0.563643679932105,0.43635632006789504,VALID,1613.0,Moderate Access
13221,Oglethorpe County,GA,80.1,1820.0,1457.82,15221.0,GA,OGLETHORPE,0.0,,-1.0,7.285383168739092,0.0,7.285383168739092,0.5347640614318595,0.4652359385681405,VALID,1286.0,Moderate Access
13223,Paulding County,GA,112.3,17799.0,19988.277,174292.0,GA,PAULDING,1.0,11.8,1.0,9.902951258756323,0.6931471805599453,7.226795987206311,0.5304636261055816,0.4695363738944184,VALID,1238.0,Moderate Access
13225,Peach County,GA,94.1,3143.0,2957.563,28269.0,GA,PEACH,0.0,,-1.0,7.992458956464976,0.0,7.992458956464976,0.5866650680401183,0.4133349319598817,VALID,1823.0,Low Access
13227,Pickens County,GA,78.8,4202.0,3311.176,34197.0,GA,PICKENS,1.0,11.8,1.0,8.105360654189884,0.6931471805599453,5.914982950033796,0.43417349951241163,0.5658265004875884,VALID,385.0,Good Access
13229,Pierce County,GA,100.6,2905.0,2922.43,19996.0,GA,PIERCE,0.0,,-1.0,7.980512863426209,0.0,7.980512863426209,0.5857881970391439,0.41421180296085613,VALID,1813.0,Low Access
13231,Pike County,GA,121.0,2777.0,3360.17,19540.0,GA,PIKE,0.0,,-1.0,8.12004440663044,0.0,8.12004440663044,0.5960301366891986,0.4039698633108014,VALID,1908.0,Low Access
13233,Polk County,GA,108.8,6014.0,6543.232,43365.0,GA,POLK,0.0,,-1.0,8.786339329976903,0.0,8.786339329976903,0.6449377330458431,0.3550622669541569,VALID,2183.0,Low Access
13235,Pulaski County,GA,80.4,897.0,721.188,9893.0,GA,PULASKI,0.0,,-1.0,6.582285492809438,0.0,6.582285492809438,0.4831550574776423,0.5168449425223577,INSUFFICIENT DATA,,
13237,Putnam County,GA,80.9,2610.0,2111.49,22524.0,GA,PUTNAM,0.0,,-1.0,7.655622625492314,0.0,7.655622625492314,0.5619404982794419,0.4380595017205581,VALID,1599.0,Moderate Access
13239,Quitman County,GA,81.7,440.0,359.48,2092.0,GA,QUITMAN,0.0,,-1.0,5.887436476683934,0.0,5.887436476683934,0.4321515243292936,0.5678484756707064,INSUFFICIENT DATA,,
13241,Rabun County,GA,85.4,2292.0,1957.368,17107.0,GA,RABUN,0.0,,-1.0,7.579866752315229,0.0,7.579866752315229,0.5563798410731984,0.4436201589268016,VALID,1534.0,Moderate Access
13243,Randolph County,GA,111.7,476.0,531.692,6270.0,GA,RANDOLPH,0.0,,-1.0,6.277943395976507,0.0,6.277943395976507,0.4608156400444705,0.5391843599555295,INSUFFICIENT DATA,,
13245,Richmond County,GA,97.5,22462.0,21900.45,206040.0,GA,RICHMOND,3.0,13.700000000000001,0.0,9.994308123658467,0.0,9.994308123658467,0.7336054507527073,0.26639454924729267,VALID,2386.0,Lowest Access
13247,Rockdale County,GA,77.7,13190.0,10248.63,94293.0,GA,ROCKDALE,1.0,11.3,1.0,9.234996886354047,0.6931471805599453,6.739348371643684,0.49468383791927806,0.5053161620807219,VALID,859.0,Good Access
13249,Schley County,GA,97.6,449.0,438.22399999999993,4539.0,GA,SCHLEY,0.0,,-1.0,6.085009533511091,0.0,6.085009533511091,0.4466538460124898,0.5533461539875102,INSUFFICIENT DATA,,
13251,Screven County,GA,91.9,1583.0,1454.777,14057.0,GA,SCREVEN,0.0,,-1.0,7.283295057685883,0.0,7.283295057685883,0.5346107892261742,0.4653892107738258,VALID,1284.0,Moderate Access
13253,Seminole County,GA,92.6,1509.0,1397.3339999999998,9117.0,GA,SEMINOLE,0.0,,-1.0,7.243036806991128,0.0,7.243036806991128,0.5316557400339716,0.46834425996602835,INSUFFICIENT DATA,,
13255,Spalding County,GA,113.5,8945.0,10152.575,68215.0,GA,SPALDING,1.0,14.7,1.0,9.225581139204944,0.6931471805599453,6.73247711862671,0.4941794719737434,0.5058205280262567,VALID,853.0,Good Access
13257,Stephens County,GA,93.8,3593.0,3370.2339999999995,26842.0,GA,STEPHENS,0.0,,-1.0,8.123034128428587,0.0,8.123034128428587,0.5962495892196007,0.4037504107803993,VALID,1911.0,Low Access
13259,Stewart County,GA,123.0,658.0,809.34,4978.0,GA,STEWART,0.0,,-1.0,6.6974539126812225,0.0,6.6974539126812225,0.49160868723641643,0.5083913127635835,INSUFFICIENT DATA,,
13261,Sumter County,GA,100.0,3777.0,3777.0,29174.0,GA,SUMTER,1.0,15.5,1.0,8.236950048061455,0.6931471805599453,6.011011868963305,0.44122224540706895,0.5587777545929311,VALID,439.0,Good Access
13263,Talbot County,GA,104.1,723.0,752.643,5753.0,GA,TALBOT,0.0,,-1.0,6.624918781082308,0.0,6.624918781082308,0.4862844399494967,0.5137155600505032,INSUFFICIENT DATA,,
13265,Taliaferro County,GA,82.5,236.0,194.7,1740.0,GA,TALIAFERRO,0.0,,-1.0,5.27658287440203,0.0,5.27658287440203,0.3873134498271546,0.6126865501728453,INSUFFICIENT DATA,,
13267,Tattnall County,GA,111.0,2680.0,2974.8,24215.0,GA,TATTNALL,0.0,,-1.0,7.998268189393597,0.0,7.998268189393597,0.5870914792422144,0.4129085207577856,VALID,1830.0,Low Access
13269,Taylor County,GA,104.0,771.0,801.84,7786.0,GA,TAYLOR,0.0,,-1.0,6.6881554412912925,0.0,6.6881554412912925,0.4909261578195804,0.5090738421804196,INSUFFICIENT DATA,,
13271,Telfair County,GA,83.8,1243.0,1041.634,12174.0,GA,TELFAIR,0.0,,-1.0,6.949505482583026,0.0,6.949505482583026,0.5101098584293509,0.48989014157064914,VALID,1038.0,Moderate Access
13273,Terrell County,GA,112.0,1348.0,1509.76,8941.0,GA,TERRELL,0.0,,-1.0,7.320368114448621,0.0,7.320368114448621,0.5373320377789208,0.4626679622210792,INSUFFICIENT DATA,,
13275,Thomas County,GA,85.5,4900.0,4189.5,45696.0,GA,THOMAS,1.0,14.7,1.0,8.340575337538962,0.6931471805599453,6.086633651460413,0.44677306004567213,0.5532269399543279,VALID,473.0,Good Access
13277,Tift County,GA,98.7,6518.0,6433.266,41322.0,GA,TIFT,1.0,14.4,1.0,8.769393049810404,0.6931471805599453,6.399568456581875,0.46974320224329985,0.5302567977567001,VALID,654.0,Good Access
13279,Toombs County,GA,114.8,4424.0,5078.752,26943.0,GA,TOOMBS,1.0,13.4,1.0,8.533017720483208,0.6931471805599453,6.227070760004211,0.4570814702968829,0.5429185297031172,VALID,537.0,Good Access
13281,Towns County,GA,81.4,1655.0,1347.17,12739.0,GA,TOWNS,0.0,,-1.0,7.20650339628035,0.0,7.20650339628035,0.5289741027559923,0.4710258972440077,VALID,1219.0,Moderate Access
13283,Treutlen County,GA,97.7,810.0,791.37,6387.0,GA,TREUTLEN,0.0,,-1.0,6.675028454440866,0.0,6.675028454440866,0.48996260646752265,0.5100373935324773,INSUFFICIENT DATA,,
13285,Troup County,GA,166.3,7639.0,12703.657,69821.0,GA,TROUP,1.0,16.7,1.0,9.449723898144653,0.6931471805599453,6.896047952062304,0.5061859514126212,0.49381404858737876,VALID,989.0,Good Access
13287,Turner County,GA,99.1,1141.0,1130.731,8915.0,GA,TURNER,0.0,,-1.0,7.031503598015216,0.0,7.031503598015216,0.516128710728902,0.483871289271098,INSUFFICIENT DATA,,
13289,Twiggs County,GA,86.2,982.0,846.484,7869.0,GA,TWIGGS,0.0,,-1.0,6.7422719600203465,0.0,6.7422719600203465,0.4948984361027981,0.5051015638972018,INSUFFICIENT DATA,,
13291,Union County,GA,87.6,3173.0,2779.548,25598.0,GA,UNION,0.0,,-1.0,7.930403309560793,0.0,7.930403309560793,0.5821100392921924,0.4178899607078076,VALID,1774.0,Low Access
13293,Upson County,GA,112.7,3156.0,3556.812,27856.0,GA,UPSON,1.0,16.4,1.0,8.176901028156356,0.6931471805599453,5.967190385372529,0.4380056466365984,0.5619943533634015,VALID,414.0,Good Access
13295,Walker County,GA,87.1,8834.0,7694.413999999999,68449.0,GA,WALKER,0.0,,-1.0,8.948379845995339,0.0,8.948379845995339,0.6568318836286643,0.3431681163713357,VALID,2231.0,Lowest Access
13297,Walton County,GA,82.5,11415.0,9417.375,100361.0,GA,WALTON,1.0,13.4,0.0,9.150417847381801,0.0,9.150417847381801,0.6716619426224865,0.32833805737751354,VALID,2271.0,Lowest Access
13299,Ware County,GA,94.3,5495.0,5181.785,35958.0,GA,WARE,1.0,15.3,1.0,8.553097835561998,0.6931471805599453,6.24172446184342,0.4581570860783797,0.5418429139216203,VALID,550.0,Good Access
13301,Warren County,GA,107.6,377.0,405.652,5175.0,GA,WARREN,0.0,,-1.0,6.007957782835043,0.0,6.007957782835043,0.4409980683852041,0.5590019316147958,INSUFFICIENT DATA,,
13303,Washington County,GA,86.1,2448.0,2107.728,19893.0,GA,WASHINGTON,0.0,,-1.0,7.653840201084951,0.0,7.653840201084951,0.5618096641842132,0.4381903358157868,VALID,1596.0,Moderate Access
13305,Wayne County,GA,111.8,5385.0,6020.43,30519.0,GA,WAYNE,0.0,,-1.0,8.703080051622583,0.0,8.703080051622583,0.6388263084558929,0.36117369154410706,VALID,2155.0,Low Access
13307,Webster County,GA,116.7,487.0,568.3290000000001,2348.0,GA,WEBSTER,0.0,,-1.0,6.344458474410223,0.0,6.344458474410223,0.46569800143382056,0.5343019985661794,INSUFFICIENT DATA,,
13309,Wheeler County,GA,81.1,1541.0,1249.751,7434.0,GA,WHEELER,0.0,,-1.0,7.131499449888283,0.0,7.131499449888283,0.5234686387238264,0.47653136127617357,INSUFFICIENT DATA,,
13311,White County,GA,78.9,3496.0,2758.344,28454.0,GA,WHITE,0.0,,-1.0,7.922748249301132,0.0,7.922748249301132,0.5815481400728723,0.41845185992712775,VALID,1768.0,Low Access
13313,Whitfield County,GA,76.8,17914.0,13757.952,103118.0,GA,WHITFIELD,1.0,13.6,1.0,9.529444945796104,0.6931471805599453,6.9542253309274145,0.5104563062703947,0.48954369372960527,VALID,1043.0,Moderate Access
13315,Wilcox County,GA,92.0,1024.0,942.08,8784.0,GA,WILCOX,0.0,,-1.0,6.849151114666084,0.0,6.849151114666084,0.5027436145233383,0.49725638547666173,INSUFFICIENT DATA,,
13317,Wilkes County,GA,95.0,1756.0,1668.2,9553.0,GA,WILKES,0.0,,-1.0,7.420099748717398,0.0,7.420099748717398,0.5446525715874451,0.45534742841255493,INSUFFICIENT DATA,,
13319,Wilkinson County,GA,81.8,1081.0,884.258,8795.0,GA,WILKINSON,0.0,,-1.0,6.785879127946379,0.0,6.785879127946379,0.4980993036052417,0.5019006963947583,INSUFFICIENT DATA,,
13321,Worth County,GA,107.4,2861.0,3072.7140000000004,20575.0,GA,WORTH,0.0,,-1.0,8.030641881383735,0.0,8.030641881383735,0.5894677834957059,0.41053221650429406,VALID,1854.0,Low Access
00013,Georgia,GA,87.3,,,,GA,GEORGIA,0.0,,-1.0,,0.0,,,,VALID,,
66010,Guam County,GU,128.2,,,,GU,GUAM,1.0,15.2,0.0,,0.0,,,,VALID,,
00066,Guam,GU,128.2,,,,GU,GUAM,1.0,15.2,0.0,,0.0,,,,VALID,,
15001,Hawaii County,HI,88.4,8563.0,7569.692000000001,203684.0,HI,HAWAII,3.0,12.0,0.0,8.932039755727779,0.0,8.932039755727779,0.6556324830160598,0.3443675169839402,VALID,2227.0,Low Access
15003,Honolulu County,HI,75.9,32503.0,24669.777,1003666.0,HI,HONOLULU,5.0,11.7,-0.09090909090909091,10.11337470477124,0.0,10.11337470477124,0.7423452146089017,0.2576547853910983,VALID,2398.0,Lowest Access
15005,Kalawao County,HI,100.7,1.0,1.007,43.0,HI,KALAWAO,0.0,,-1.0,0.696641069814201,0.0,0.696641069814201,0.05113507405521326,0.9488649259447868,INSUFFICIENT DATA,,
15007,Kauai County,HI,69.8,3010.0,2100.98,73610.0,HI,KAUAI,1.0,12.3,-0.3333333333333333,7.650635036643772,0.0,7.650635036643772,0.5615743976629578,0.4384256023370422,VALID,1594.0,Moderate Access
15009,Maui County,HI,95.7,7364.0,7047.348000000001,164632.0,HI,MAUI,1.0,18.1,-0.75,8.860548542106496,0.0,8.860548542106496,0.6503848617355683,0.3496151382644317,VALID,2207.0,Low Access
00015,Hawaii,HI,79.3,,,,HI,HAWAII,3.0,12.0,0.0,,0.0,,,,VALID,,
19001,Adair County,IA,61.3,336.0,205.968,7471.0,IA,ADAIR,0.0,,-1.0,5.33256419194322,0.0,5.33256419194322,0.391422608678413,0.6085773913215871,INSUFFICIENT DATA,,
19003,Adams County,IA,74.2,146.0,108.332,3641.0,IA,ADAMS,0.0,,-1.0,4.694389124519722,0.0,4.694389124519722,0.3445790751187353,0.6554209248812647,INSUFFICIENT DATA,,
19005,Allamakee County,IA,58.6,917.0,537.3620000000001,14038.0,IA,ALLAMAKEE,0.0,,-1.0,6.288531196344869,0.0,6.288531196344869,0.46159280920571794,0.538407190794282,VALID,580.0,Good Access
19007,Appanoose County,IA,78.8,1298.0,1022.824,12242.0,IA,APPANOOSE,0.0,,-1.0,6.931299915827252,0.0,6.931299915827252,0.5087735275057061,0.49122647249429385,VALID,1021.0,Moderate Access
19009,Audubon County,IA,67.3,179.0,120.46699999999998,5622.0,IA,AUDUBON,0.0,,-1.0,4.79964262095103,0.0,4.79964262095103,0.3523049264470535,0.6476950735529465,INSUFFICIENT DATA,,
19011,Benton County,IA,67.5,766.0,517.05,25698.0,IA,BENTON,0.0,,-1.0,6.250071762697761,0.0,6.250071762697761,0.45876979736665,0.54123020263335,VALID,554.0,Good Access
19013,Black Hawk County,IA,64.5,5673.0,3659.085,130693.0,IA,BLACK HAWK,2.0,13.05,0.3333333333333333,8.205241650169453,0.5108256237659907,6.571116722164378,0.4823352437474625,0.5176647562525375,VALID,754.0,Good Access
19015,Boone County,IA,67.1,958.0,642.818,26669.0,IA,BOONE,0.0,,-1.0,6.467416077467338,0.0,6.467416077467338,0.474723375346464,0.525276624653536,VALID,692.0,Good Access
19017,Bremer County,IA,55.4,544.0,301.376,25118.0,IA,BREMER,0.0,,-1.0,5.711671276076438,0.0,5.711671276076438,0.4192499499908888,0.5807500500091112,VALID,301.0,Good Access
